S? l??ng hóa ??n,S? khách,Doanh s?,Doanh thu,Gi?m giá món,Gi?m giá hóa ??n,Gi?m giá thành viên,VAT,Ph? phí,Mã c?a hàng,Tên c?a hàng,Ngày
3,9,2295400,2231030,0,64370,0,0,0,9,ICool Nguy?n S?n,25/12/2017
77,195,103012300,96441865,1247000,2322040,3001395,430429.5,0,1,ICool Ung V?n Khiêm,26/12/2017
8,38,3353100,3313920,0,39180,0,0,0,10,ICOOL Thành Thái,26/12/2017
7,21,4535600,4401600,107000,27000,0,0,190000,11,ICool Nguy?n Trãi,26/12/2017
6,40,6525400,5160200,1365200,0,0,0,0,12,ICool M?c ?inh Chi,26/12/2017
13,64,5331600,5129290,0,194460,7850,0,0,13,ICOOL Tr?n Bình Tr?ng,26/12/2017
19,102,20369400,18575305,657000,1075295,61800,0,200000,14,ICOOL Cách M?ng Tháng 8,26/12/2017
17,82,13080800,11487770,1256700,29780,306550,0,0,16,ICOOL D? Nam,26/12/2017
7,36,5404600,5147360,0,257240,0,0,0,17,ICool Hàn Châu,26/12/2017
11,56,8162900,7914125,145000,0,103775,0,0,2,AAPPLE Hoàng Vi?t,26/12/2017
35,131,33874600,32440495,535000,0,899105,0,0,4,ICool Xô Vi?t Ngh? T?nh,26/12/2017
31,191,33904500,32752080,277000,97740,777680,0,0,5,ICool Tô Ký,26/12/2017
45,250,45345500,43639050,810700,0,895750,0,0,6,ICool Bình Phú,26/12/2017
52,301,73348000,70068705,1903700,0,1375595,419735,0,7,ICool D??ng Bá Tr?c,26/12/2017
3,20,4828100,4202335,0,512480,113285,0,0,9,ICool Nguy?n S?n,26/12/2017
67,134,88911400,83136370,1824000,447750,3503280,653294.75,0,1,ICool Ung V?n Khiêm,27/12/2017
14,46,6069300,6027280,0,0,42020,70885,0,10,ICOOL Thành Thái,27/12/2017
6,24,3761700,3507845,145000,0,108855,0,0,11,ICool Nguy?n Trãi,27/12/2017
6,34,6807200,4683600,2123600,0,0,0,0,12,ICool M?c ?inh Chi,27/12/2017
4,27,3317400,3067930,88000,0,161470,0,0,13,ICOOL Tr?n Bình Tr?ng,27/12/2017
14,88,12886900,12502600,292000,43625,48675,0,0,14,ICOOL Cách M?ng Tháng 8,27/12/2017
9,46,7048600,6381790,471000,126000,69810,0,0,16,ICOOL D? Nam,27/12/2017
7,28,5471000,5297010,0,173990,0,0,0,17,ICool Hàn Châu,27/12/2017
17,67,11037100,10581190,145000,0,310910,0,0,2,AAPPLE Hoàng Vi?t,27/12/2017
60,281,70089200,66543980,1079400,860010,1605810,211298.5,0,4,ICool Xô Vi?t Ngh? T?nh,27/12/2017
26,150,34120700,31507475,1657000,0,956225,0,0,5,ICool Tô Ký,27/12/2017
57,369,64704600,61074155,1465800,558700,1605945,0,0,6,ICool Bình Phú,27/12/2017
41,274,49438100,47439105,1272000,0,726995,0,0,7,ICool D??ng Bá Tr?c,27/12/2017
1,7,1063200,903720,0,159480,0,0,0,9,ICool Nguy?n S?n,27/12/2017
90,317,124614072,118076067,2587600,943160,3007245,486165,0,1,ICool Ung V?n Khiêm,28/12/2017
16,49,9689000,9471300,58000,90900,68800,0,0,10,ICOOL Thành Thái,28/12/2017
14,75,11561500,11197135,151000,19520,193845,0,0,11,ICool Nguy?n Trãi,28/12/2017
9,51,14241600,12112800,2128800,0,0,0,0,12,ICool M?c ?inh Chi,28/12/2017
19,106,17465600,17171090,0,0,294510,0,0,13,ICOOL Tr?n Bình Tr?ng,28/12/2017
19,102,20325300,19586010,0,739290,0,0,0,14,ICOOL Cách M?ng Tháng 8,28/12/2017
7,30,6615200,5361600,1200000,0,53600,0,0,16,ICOOL D? Nam,28/12/2017
11,44,5806400,5806400,0,0,0,0,0,17,ICool Hàn Châu,28/12/2017
16,73,9985600,9376500,283000,131300,194800,0,0,2,AAPPLE Hoàng Vi?t,28/12/2017
68,298,83506200,79797875,1253800,194460,2260065,50165,0,4,ICool Xô Vi?t Ngh? T?nh,28/12/2017
27,149,25575000,24187935,945000,0,442065,0,0,5,ICool Tô Ký,28/12/2017
55,312,58722900,55898965,1002900,0,1821035,0,0,6,ICool Bình Phú,28/12/2017
61,353,80037300,75212515,2536700,484650,1803435,0,0,7,ICool D??ng Bá Tr?c,28/12/2017
3,24,3305300,3043560,0,261740,0,0,0,9,ICool Nguy?n S?n,28/12/2017
105,306,178744100,166590735,1994000,4737050,5422315,1889064.25,0,1,ICool Ung V?n Khiêm,29/12/2017
28,113,20555600,20136710,74700,0,344190,205295,0,10,ICOOL Thành Thái,29/12/2017
9,43,5927200,5530610,64000,228540,104050,0,245000,11,ICool Nguy?n Trãi,29/12/2017
16,152,22860000,18464020,2872000,1355200,168780,50050,0,12,ICool M?c ?inh Chi,29/12/2017
19,117,18609800,16906945,205000,1186030,311825,0,0,13,ICOOL Tr?n Bình Tr?ng,29/12/2017
29,163,38839000,32965370,477000,5226330,170300,126585,0,14,ICOOL Cách M?ng Tháng 8,29/12/2017
18,109,15634400,15272140,151000,66430,144830,0,0,16,ICOOL D? Nam,29/12/2017
11,55,8745200,8745200,0,0,0,0,0,17,ICool Hàn Châu,29/12/2017
27,145,25348200,24571980,502000,0,274220,0,0,2,AAPPLE Hoàng Vi?t,29/12/2017
88,379,119839900,113382995,1363000,1310725,3783180,213550,360000,4,ICool Xô Vi?t Ngh? T?nh,29/12/2017
41,268,45524300,43167270,1285700,0,1071330,233705,0,5,ICool Tô Ký,29/12/2017
65,451,87969800,84454215,837000,316900,2361685,229237.5,300000,6,ICool Bình Phú,29/12/2017
51,332,97742100,90376180,1792000,3638485,1935435,293325,0,7,ICool D??ng Bá Tr?c,29/12/2017
3,31,4559200,4433125,0,0,126075,0,0,9,ICool Nguy?n S?n,29/12/2017
122,327,195472800,184746250,2767700,2432290,5526560,555643.75,0,1,ICool Ung V?n Khiêm,30/12/2017
26,85,21389500,21152620,58000,0,178880,0,0,10,ICOOL Thành Thái,30/12/2017
15,84,10825800,10072070,529000,119560,105170,0,0,11,ICool Nguy?n Trãi,30/12/2017
8,44,7523600,6251300,1272300,0,0,0,0,12,ICool M?c ?inh Chi,30/12/2017
21,119,17407300,16733050,582500,0,91750,91300,0,13,ICOOL Tr?n Bình Tr?ng,30/12/2017
22,115,17350300,16328980,477000,458770,85550,0,0,14,ICOOL Cách M?ng Tháng 8,30/12/2017
22,129,17360300,16277775,777000,192720,112805,0,150000,16,ICOOL D? Nam,30/12/2017
31,129,17494100,17163130,205000,125970,0,0,0,17,ICool Hàn Châu,30/12/2017
31,155,26801000,25757835,493100,213205,336860,0,0,2,AAPPLE Hoàng Vi?t,30/12/2017
109,481,153401600,146818370,1753000,970095,3860135,663089,0,4,ICool Xô Vi?t Ngh? T?nh,30/12/2017
63,475,84826100,80498920,2141600,833450,1352130,266225,0,5,ICool Tô Ký,30/12/2017
86,578,112520400,106943520,1998700,200550,3377630,0,66680,6,ICool Bình Phú,30/12/2017
52,374,93417900,89669635,1639000,0,2109265,0,0,7,ICool D??ng Bá Tr?c,30/12/2017
14,82,12347700,11855315,116000,267220,109165,0,0,9,ICool Nguy?n S?n,30/12/2017
129,519,195590700,188069750,2050300,1378920,4091730,0,0,1,ICool Ung V?n Khiêm,31/12/2017
26,100,21043900,20929520,0,0,114380,312200,0,10,ICOOL Thành Thái,31/12/2017
35,162,21696400,20778040,230000,240160,448200,0,0,11,ICool Nguy?n Trãi,31/12/2017
12,113,15244000,12764660,2196300,0,283040,0,0,12,ICool M?c ?inh Chi,31/12/2017
28,190,28075900,27116465,235000,216990,507445,0,0,13,ICOOL Tr?n Bình Tr?ng,31/12/2017
32,184,32290300,30352110,806000,1067140,65050,0,0,14,ICOOL Cách M?ng Tháng 8,31/12/2017
35,210,28447300,27636760,0,383085,427455,0,0,16,ICOOL D? Nam,31/12/2017
31,144,18502400,18207450,243000,51950,0,0,0,17,ICool Hàn Châu,31/12/2017
15,51,15217700,11345350,3872350,0,0,0,0,18,ICool Tr?n Não,31/12/2017
32,140,23978000,23372030,348000,0,257970,70275,0,2,AAPPLE Hoàng Vi?t,31/12/2017
127,601,159153900,152618445,2943000,948545,2643910,272025.75,0,4,ICool Xô Vi?t Ngh? T?nh,31/12/2017
94,681,132621300,126133370,3161700,418540,2907690,0,0,5,ICool Tô Ký,31/12/2017
110,692,134915600,129561470,1522700,719990,3111440,527801,50000,6,ICool Bình Phú,31/12/2017
76,577,130692500,124079830,3538300,773680,2300690,0,0,7,ICool D??ng Bá Tr?c,31/12/2017
22,164,26526100,25738180,180000,607920,0,0,0,9,ICool Nguy?n S?n,31/12/2017
117,238,157916700,151041380,1410000,2117840,3347480,271938,200000,1,ICool Ung V?n Khiêm,01/01/2018
32,105,22794900,22130015,15000,447660,202225,0,0,10,ICOOL Thành Thái,01/01/2018
33,172,18796800,18076430,381000,29500,309870,0,100000,11,ICool Nguy?n Trãi,01/01/2018
2,9,2646600,2077800,568800,0,0,0,0,12,ICool M?c ?inh Chi,01/01/2018
19,123,21997500,19482050,373000,1802100,340350,0,0,13,ICOOL Tr?n Bình Tr?ng,01/01/2018
26,123,24407200,22799450,577000,940700,90050,0,0,14,ICOOL Cách M?ng Tháng 8,01/01/2018
27,134,18002100,16803375,869000,218350,111375,0,0,16,ICOOL D? Nam,01/01/2018
27,132,19217100,19217100,0,0,0,0,100000,17,ICool Hàn Châu,01/01/2018
23,73,30261900,24848450,5413450,0,0,108240,0,18,ICool Tr?n Não,01/01/2018
19,88,13576300,12940590,263000,0,372710,0,0,2,AAPPLE Hoàng Vi?t,01/01/2018
108,444,134448900,126465115,1623500,1821190,4539095,407672,0,4,ICool Xô Vi?t Ngh? T?nh,01/01/2018
83,590,99213400,94865005,2412000,57060,1879335,0,0,5,ICool Tô Ký,01/01/2018
107,614,121441200,114795215,2495500,942750,3207735,0,0,6,ICool Bình Phú,01/01/2018
74,514,113768500,107865480,2668100,0,3234920,0,0,7,ICool D??ng Bá Tr?c,01/01/2018
15,110,18324200,17644860,0,545830,133510,0,0,9,ICool Nguy?n S?n,01/01/2018
71,135,101370773,93116558,1862000,3302040,3090175,540560.5,0,1,ICool Ung V?n Khiêm,02/01/2018
19,73,12582000,12393820,90000,0,98180,0,0,10,ICOOL Thành Thái,02/01/2018
8,35,6581600,6524790,0,0,56810,0,50000,11,ICool Nguy?n Trãi,02/01/2018
4,17,2156800,1838100,318700,0,0,0,0,12,ICool M?c ?inh Chi,02/01/2018
7,26,4168100,4152860,0,0,15240,0,0,13,ICOOL Tr?n Bình Tr?ng,02/01/2018
16,76,14966400,13519270,516000,794210,136920,225990,0,14,ICOOL Cách M?ng Tháng 8,02/01/2018
11,52,8648400,7939110,525700,113300,70290,0,0,16,ICOOL D? Nam,02/01/2018
10,36,4744600,4612600,132000,0,0,0,0,17,ICool Hàn Châu,02/01/2018
17,71,21700300,17794850,3905450,0,0,0,0,18,ICool Tr?n Não,02/01/2018
11,52,9089200,8914705,136000,0,38495,0,0,2,AAPPLE Hoàng Vi?t,02/01/2018
56,254,70622300,67085945,1417400,445860,1673095,170271,0,4,ICool Xô Vi?t Ngh? T?nh,02/01/2018
21,132,23104100,22007610,480000,0,616490,0,0,5,ICool Tô Ký,02/01/2018
59,303,63332600,59822195,1400000,113650,1996755,62961.25,0,6,ICool Bình Phú,02/01/2018
57,348,84043300,79275855,2337700,274800,2154945,95050,0,7,ICool D??ng Bá Tr?c,02/01/2018
4,24,5302900,4941945,0,360955,0,0,0,9,ICool Nguy?n S?n,02/01/2018
73,171,86220400,80656075,1442000,1666665,2455660,364876.5,0,1,ICool Ung V?n Khiêm,03/01/2018
20,68,11566600,11425405,75000,0,66195,73640,0,10,ICOOL Thành Thái,03/01/2018
7,21,2970300,2744650,145000,0,80650,0,0,11,ICool Nguy?n Trãi,03/01/2018
10,40,5639400,4475400,1164000,0,0,0,0,12,ICool M?c ?inh Chi,03/01/2018
10,30,4208700,4120050,78000,0,10650,182704,0,13,ICOOL Tr?n Bình Tr?ng,03/01/2018
17,82,12457700,11643165,469000,233830,111705,0,45000,14,ICOOL Cách M?ng Tháng 8,03/01/2018
7,16,4084400,3785830,205000,0,93570,0,0,16,ICOOL D? Nam,03/01/2018
14,42,5127600,5103850,0,0,23750,0,0,17,ICool Hàn Châu,03/01/2018
16,72,22337800,18335300,3733400,269100,0,159020,0,18,ICool Tr?n Não,03/01/2018
23,100,15631600,15182970,243000,0,205630,0,0,2,AAPPLE Hoàng Vi?t,03/01/2018
40,204,42817800,41365330,135000,567195,750275,28300,0,4,ICool Xô Vi?t Ngh? T?nh,03/01/2018
32,223,32852000,31272790,775000,77400,726810,0,0,5,ICool Tô Ký,03/01/2018
54,326,66404300,63752355,0,334650,2317295,200830,0,6,ICool Bình Phú,03/01/2018
48,302,69185400,65026820,2346500,159050,1653030,0,0,7,ICool D??ng Bá Tr?c,03/01/2018
1,2,550100,550100,0,0,0,0,0,9,ICool Nguy?n S?n,03/01/2018
58,134,83978800,77380980,1410000,3821820,1366000,503079,0,1,ICool Ung V?n Khiêm,04/01/2018
15,58,7466600,7376600,90000,0,0,0,0,10,ICOOL Thành Thái,04/01/2018
6,26,2739500,2677270,0,0,62230,0,0,11,ICool Nguy?n Trãi,04/01/2018
9,22,3859520,2659720,1199800,0,0,0,0,12,ICool M?c ?inh Chi,04/01/2018
8,38,4995100,4979020,0,0,16080,0,0,13,ICOOL Tr?n Bình Tr?ng,04/01/2018
18,87,9960500,9711300,0,179095,70105,0,0,14,ICOOL Cách M?ng Tháng 8,04/01/2018
5,29,4086000,3967910,0,0,118090,0,0,16,ICOOL D? Nam,04/01/2018
6,25,3682900,3682900,0,0,0,0,0,17,ICool Hàn Châu,04/01/2018
16,69,21013100,17603650,3409450,0,0,163802.5,0,18,ICool Tr?n Não,04/01/2018
18,82,11838700,10983715,581000,133780,140205,0,0,2,AAPPLE Hoàng Vi?t,04/01/2018
45,203,48733500,46641145,926000,0,1166355,105174,0,4,ICool Xô Vi?t Ngh? T?nh,04/01/2018
27,147,35214000,33929855,714000,102040,468105,360280,0,5,ICool Tô Ký,04/01/2018
36,222,43097800,41008575,666400,133700,1289125,60165,350000,6,ICool Bình Phú,04/01/2018
53,291,68335200,64966955,2277800,0,1090445,0,0,7,ICool D??ng Bá Tr?c,04/01/2018
2,17,1776100,1687295,0,88805,0,0,0,9,ICool Nguy?n S?n,04/01/2018
85,186,125008596,117104281,41000,3861040,4002275,318056.25,0,1,ICool Ung V?n Khiêm,05/01/2018
21,96,13268500,13031590,0,0,236910,0,0,10,ICOOL Thành Thái,05/01/2018
11,57,10450200,9659980,303000,376500,110720,0,93000,11,ICool Nguy?n Trãi,05/01/2018
9,67,9739400,7835700,1903700,0,0,0,0,12,ICool M?c ?inh Chi,05/01/2018
16,80,10486700,9727850,414000,274920,69930,0,0,13,ICOOL Tr?n Bình Tr?ng,05/01/2018
29,149,28486100,27448600,469000,238950,329550,0,0,14,ICOOL Cách M?ng Tháng 8,05/01/2018
17,100,15623800,15031200,366000,76890,149710,57690,0,16,ICOOL D? Nam,05/01/2018
13,58,7977600,7531930,118000,240000,87670,0,0,17,ICool Hàn Châu,05/01/2018
19,86,23806100,19409050,4397050,0,0,0,0,18,ICool Tr?n Não,05/01/2018
20,79,15531200,14614655,509700,0,406845,0,0,2,AAPPLE Hoàng Vi?t,05/01/2018
66,285,77671100,74472700,830000,270175,2098225,252143.5,0,4,ICool Xô Vi?t Ngh? T?nh,05/01/2018
31,213,42750900,39761725,1224300,188160,1576715,71655,200000,5,ICool Tô Ký,05/01/2018
68,449,74244300,70640655,1308500,272000,2023145,59232.5,200000,6,ICool Bình Phú,05/01/2018
56,307,85432100,80311040,1923000,1795450,1402610,457532.5,0,7,ICool D??ng Bá Tr?c,05/01/2018
3,23,4787200,4294940,230000,262260,0,0,0,9,ICool Nguy?n S?n,05/01/2018
115,334,174586000,163907900,1410000,4232035,5036065,898150,0,1,ICool Ung V?n Khiêm,06/01/2018
24,130,20396000,20007745,135000,0,253255,43760,0,10,ICOOL Thành Thái,06/01/2018
16,87,10545400,10256560,127000,0,161840,0,0,11,ICool Nguy?n Trãi,06/01/2018
7,52,5408600,4331400,1077200,0,0,36315,0,12,ICool M?c ?inh Chi,06/01/2018
17,101,14745500,14433300,94000,78700,139500,0,0,13,ICOOL Tr?n Bình Tr?ng,06/01/2018
27,178,32429000,31422760,508000,274300,223940,0,0,14,ICOOL Cách M?ng Tháng 8,06/01/2018
17,94,13101500,12800520,59000,82670,159310,0,0,16,ICOOL D? Nam,06/01/2018
15,70,11418100,11382760,0,0,35340,0,0,17,ICool Hàn Châu,06/01/2018
24,97,28122300,22835650,5286650,0,0,0,400000,18,ICool Tr?n Não,06/01/2018
18,89,16107100,15643250,132000,32500,299350,204855,0,2,AAPPLE Hoàng Vi?t,06/01/2018
97,433,134555500,130445615,585000,214420,3310465,146110,0,4,ICool Xô Vi?t Ngh? T?nh,06/01/2018
58,396,68862800,64861330,1828000,543220,1630250,0,0,5,ICool Tô Ký,06/01/2018
73,471,84947900,81835785,1174000,0,1938115,0,0,6,ICool Bình Phú,06/01/2018
74,418,123255500,117813785,2970000,0,2471715,287312.5,0,7,ICool D??ng Bá Tr?c,06/01/2018
12,83,11998800,11739890,0,258910,0,0,0,9,ICool Nguy?n S?n,06/01/2018
105,301,174860100,154647225,1080000,14333560,4799315,253075.25,0,1,ICool Ung V?n Khiêm,07/01/2018
30,128,19856300,19454815,219000,68585,113900,0,0,10,ICOOL Thành Thái,07/01/2018
23,90,12660000,11787970,569300,0,302730,0,0,11,ICool Nguy?n Trãi,07/01/2018
8,33,7906200,6265100,1641100,0,0,118920,0,12,ICool M?c ?inh Chi,07/01/2018
22,127,18488200,17471800,224000,650630,141770,0,0,13,ICOOL Tr?n Bình Tr?ng,07/01/2018
20,112,17978400,17087905,455000,335200,100295,0,0,14,ICOOL Cách M?ng Tháng 8,07/01/2018
22,118,17914500,17201545,412000,141590,159365,0,0,16,ICOOL D? Nam,07/01/2018
25,103,16749400,16582175,0,34000,133225,0,0,17,ICool Hàn Châu,07/01/2018
24,103,22575500,17868750,4706750,0,0,60025,0,18,ICool Tr?n Não,07/01/2018
18,117,17799900,17098305,185000,107110,409485,170192.5,0,2,AAPPLE Hoàng Vi?t,07/01/2018
99,435,111896200,108235825,1443800,284880,1931695,46690,0,4,ICool Xô Vi?t Ngh? T?nh,07/01/2018
54,433,72565700,69405770,1315000,170100,1674830,0,0,5,ICool Tô Ký,07/01/2018
66,471,79912800,76967915,786000,0,2158885,0,0,6,ICool Bình Phú,07/01/2018
54,286,67246100,62958705,2737000,329200,1221195,0,0,7,ICool D??ng Bá Tr?c,07/01/2018
12,71,10366300,9818740,245000,254590,47970,0,0,9,ICool Nguy?n S?n,07/01/2018
74,236,82901538,78643970,1161000,621438,2475130,115197,0,1,ICool Ung V?n Khiêm,08/01/2018
25,96,13767200,13353700,369000,0,44500,0,0,10,ICOOL Thành Thái,08/01/2018
4,16,1996600,1996600,0,0,0,0,142000,11,ICool Nguy?n Trãi,08/01/2018
9,62,10114400,8830700,1283700,0,0,64735,0,12,ICool M?c ?inh Chi,08/01/2018
9,35,3113000,3113000,0,0,0,0,0,13,ICOOL Tr?n Bình Tr?ng,08/01/2018
18,96,15684000,14446200,426000,732400,79400,0,0,14,ICOOL Cách M?ng Tháng 8,08/01/2018
14,58,7396400,7195610,104700,0,96090,0,0,16,ICOOL D? Nam,08/01/2018
11,56,7448500,7448500,0,0,0,0,0,17,ICool Hàn Châu,08/01/2018
19,81,19652200,16398600,3253600,0,0,0,0,18,ICool Tr?n Não,08/01/2018
15,62,9528800,9338480,103000,0,87320,0,0,2,AAPPLE Hoàng Vi?t,08/01/2018
44,184,42274300,40640645,613400,0,1020255,70699,0,4,ICool Xô Vi?t Ngh? T?nh,08/01/2018
32,181,34481400,32486925,1136400,127410,730665,0,100000,5,ICool Tô Ký,08/01/2018
44,224,47531200,45799840,219000,0,1512360,0,220000,6,ICool Bình Phú,08/01/2018
43,239,66742500,61911905,2938400,499200,1392995,0,0,7,ICool D??ng Bá Tr?c,08/01/2018
5,25,3736400,3524480,0,211920,0,0,0,9,ICool Nguy?n S?n,08/01/2018
71,242,90789600,85769180,1294000,333200,3393220,458734.5,0,1,ICool Ung V?n Khiêm,09/01/2018
22,93,10119800,9771900,347900,0,0,0,0,10,ICOOL Thành Thái,09/01/2018
7,26,3744500,3597740,98000,0,48760,0,0,11,ICool Nguy?n Trãi,09/01/2018
4,12,1658600,1192300,466300,0,0,0,0,12,ICool M?c ?inh Chi,09/01/2018
5,31,5267300,5155860,0,0,111440,0,0,13,ICOOL Tr?n Bình Tr?ng,09/01/2018
26,128,19003300,17897715,386000,689915,29670,161785,0,14,ICOOL Cách M?ng Tháng 8,09/01/2018
13,67,8242000,7916130,204000,0,121870,0,0,16,ICOOL D? Nam,09/01/2018
15,51,6365200,6279600,40000,0,45600,0,0,17,ICool Hàn Châu,09/01/2018
16,74,16802200,13686200,3116000,0,0,0,0,18,ICool Tr?n Não,09/01/2018
1,0,6000,6000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,09/01/2018
16,56,7672800,7372510,192000,51280,57010,0,0,2,AAPPLE Hoàng Vi?t,09/01/2018
62,267,64096100,61240805,481200,935630,1438465,150255,0,4,ICool Xô Vi?t Ngh? T?nh,09/01/2018
25,135,24818300,23462225,700520,0,655555,0,0,5,ICool Tô Ký,09/01/2018
56,269,56050500,54486885,350000,162650,1050965,0,0,6,ICool Bình Phú,09/01/2018
49,245,68013900,64610590,1570600,0,1832710,123700,0,7,ICool D??ng Bá Tr?c,09/01/2018
3,29,3875800,3632160,0,243640,0,0,0,9,ICool Nguy?n S?n,09/01/2018
80,384,101512800,94612995,2572000,1911290,2416515,109960,0,1,ICool Ung V?n Khiêm,10/01/2018
30,119,18846800,18034010,606400,170680,35710,0,0,10,ICOOL Thành Thái,10/01/2018
8,27,2613600,2320580,245000,0,48020,0,60000,11,ICool Nguy?n Trãi,10/01/2018
5,31,3586800,2826900,759900,0,0,0,0,12,ICool M?c ?inh Chi,10/01/2018
9,52,7542400,7178734,86666,277000,0,0,0,13,ICOOL Tr?n Bình Tr?ng,10/01/2018
17,115,19958300,19182440,319000,456860,0,84780,0,14,ICOOL Cách M?ng Tháng 8,10/01/2018
15,75,8996200,8591260,201000,90690,113250,0,0,16,ICOOL D? Nam,10/01/2018
12,56,6237400,6106310,89000,0,42090,0,0,17,ICool Hàn Châu,10/01/2018
23,90,29072300,23441500,4245900,430040,954860,0,200000,18,ICool Tr?n Não,10/01/2018
27,97,11969000,11890915,0,78085,0,0,906000,19,ICool Nguy?n Tri Ph??ng,10/01/2018
12,61,7750200,7569730,0,0,180470,0,0,2,AAPPLE Hoàng Vi?t,10/01/2018
55,277,65482500,61012530,779000,2025670,1665300,52280,80000,4,ICool Xô Vi?t Ngh? T?nh,10/01/2018
37,218,39057400,37313517,835733,108900,799250,0,0,5,ICool Tô Ký,10/01/2018
58,355,61502600,59480365,564000,0,1458235,93905,200000,6,ICool Bình Phú,10/01/2018
48,279,63117700,59523580,1811700,1050800,731620,63792.5,0,7,ICool D??ng Bá Tr?c,10/01/2018
8,36,5300000,5125665,80000,94335,0,0,0,9,ICool Nguy?n S?n,10/01/2018
75,291,115037300,108754140,1470200,1617040,3195920,0,0,1,ICool Ung V?n Khiêm,11/01/2018
17,82,11410700,11014650,283500,0,112550,0,0,10,ICOOL Thành Thái,11/01/2018
8,42,5876600,5492300,243000,60960,80340,0,0,11,ICool Nguy?n Trãi,11/01/2018
4,15,2692400,2345700,346700,0,0,0,0,12,ICool M?c ?inh Chi,11/01/2018
11,62,8778400,8699865,0,0,78535,0,0,13,ICOOL Tr?n Bình Tr?ng,11/01/2018
20,114,17274700,17001210,0,240240,33250,0,0,14,ICOOL Cách M?ng Tháng 8,11/01/2018
6,32,4555400,4515780,0,0,39620,0,0,16,ICOOL D? Nam,11/01/2018
6,21,1943600,1830600,113000,0,0,0,0,17,ICool Hàn Châu,11/01/2018
18,79,21843500,17956250,3887250,0,0,0,0,18,ICool Tr?n Não,11/01/2018
22,76,8758400,8741300,0,0,17100,0,0,19,ICool Nguy?n Tri Ph??ng,11/01/2018
28,117,18838100,18427825,204000,0,206275,0,0,2,AAPPLE Hoàng Vi?t,11/01/2018
51,256,48303100,46161280,130000,813310,1198510,22771.5,0,4,ICool Xô Vi?t Ngh? T?nh,11/01/2018
20,131,25100900,23768435,631200,0,701265,0,0,5,ICool Tô Ký,11/01/2018
50,328,71353700,67971265,954000,0,2428435,0,100000,6,ICool Bình Phú,11/01/2018
57,311,72349900,69800100,1073800,0,1476000,432725,0,7,ICool D??ng Bá Tr?c,11/01/2018
8,35,5366600,5366600,0,0,0,0,0,9,ICool Nguy?n S?n,11/01/2018
84,224,130772975,123593960,1160000,2010380,4008635,496546,400000,1,ICool Ung V?n Khiêm,12/01/2018
33,161,27486600,26944960,195000,70160,276480,0,0,10,ICOOL Thành Thái,12/01/2018
10,39,5901000,5552860,185000,0,163140,0,0,11,ICool Nguy?n Trãi,12/01/2018
7,65,9683200,8249600,1433600,0,0,0,0,12,ICool M?c ?inh Chi,12/01/2018
14,71,13294200,12688440,359000,0,246760,0,0,13,ICOOL Tr?n Bình Tr?ng,12/01/2018
18,94,15066200,14533545,237000,148900,146755,0,0,14,ICOOL Cách M?ng Tháng 8,12/01/2018
19,123,15771300,15333170,144000,46710,247420,0,0,16,ICOOL D? Nam,12/01/2018
7,24,3602400,3602400,0,0,0,0,0,17,ICool Hàn Châu,12/01/2018
21,111,33030100,25379500,4675300,2975300,0,0,0,18,ICool Tr?n Não,12/01/2018
12,52,8959000,8959000,0,0,0,0,0,19,ICool Nguy?n Tri Ph??ng,12/01/2018
18,92,15556500,14985890,261000,123900,185710,0,0,2,AAPPLE Hoàng Vi?t,12/01/2018
61,305,87310600,83341240,930000,102980,2936380,334701.25,0,4,ICool Xô Vi?t Ngh? T?nh,12/01/2018
38,265,48546600,44858740,1718000,561000,1408860,171465.5,0,5,ICool Tô Ký,12/01/2018
66,387,84577600,81488795,999700,304810,1784295,199813.5,200000,6,ICool Bình Phú,12/01/2018
58,290,86567000,83232470,1231000,0,2103530,0,0,7,ICool D??ng Bá Tr?c,12/01/2018
10,37,4434300,4075930,0,358370,0,0,0,9,ICool Nguy?n S?n,12/01/2018
108,561,164131000,149798170,3837000,2942500,7553330,355035,0,1,ICool Ung V?n Khiêm,13/01/2018
